Credit_Card_Number,Credit_Limit,Available_Balance,Spending_Score,Last_Transaction_Amount
4315519491545198,14207.75,1435.52,3,1995.83
9517884196839062,8682.06,13652.34,95,2992.98
3142632846506831,9135.79,4838.63,22,3264.75
1871218655401930,14634.36,14279.05,69,769.6
3864733297989519,14156.29,16450.7,87,4885.16
5606984558535555,19833.86,16079.17,83,2723.86
5417183581858691,3439.49,11050.02,83,678.44
9346081001906456,2978.08,10403.4,75,4468.18
6608346280478559,14762.44,2857.52,32,373.19
7065741575389850,11989.35,15506.92,27,4538.68
2425366386066079,6209.05,5428.19,7,4982.83
9206418072596540,2508.97,9933.91,0,3502.16
8277088605088818,2627.51,5685.48,36,3852.24
7295334663806740,17989.63,2676.57,62,1686.51
9818101916751313,4645.48,12591.15,21,4707.88
5981180008862377,7144.06,1086.64,69,2648.57
5661087624780309,5306.47,14972.9,20,3661.94
6969886639070021,7744.93,6351.74,95,4620.54
1560753225497220,2319.05,2.69,34,4875.9
7079098239730187,10862.14,10222.58,78,4166.02
6147200022342701,2284.64,937.04,4,1515.09
1222243635701680,16206.77,5523.39,59,4832.74
9994337245456089,5440.53,14139.53,45,3140.6
9364175312240538,11260.23,1253.79,49,4653.21
5605064331156249,17721.5,16786.77,47,3380.53
2733897543768110,13366.67,76.4,5,1536.19
9466757883963605,11126.2,4936.48,88,1850.12
4985654538826807,7162.34,14818.08,55,2752.36
1801944082821226,7327.04,6325.4,58,3950.07
9526980581806127,13720.25,2037.85,28,1589.91
1789707057926480,19888.65,7204.68,70,2898.66
1409129429039907,13574.94,5407.87,76,1728.12
1902699409401863,11597.88,16854.24,17,4078.85
4925740112787298,14882.36,6266.96,1,2333.64
9097890194642611,9838.91,15778.65,7,383.61
7732097253146926,2142.7,17837.44,74,830.26
7547037366386743,11683.64,8676.35,96,305.52
3729903702286861,19194.88,18198.86,53,2496.51
2673292457734171,4330.76,7546.36,37,531.69
5820080869312589,14110.09,19281.57,47,570.7
3441842326224257,4817.74,1785.79,26,4705.24
8390281774504601,11180.73,13740.39,19,4363.28
2145747585252026,2836.85,9876.28,11,2260.43
9924972677591922,9557.05,7752.98,42,4929.03
9466268255032322,15367.1,12654.24,60,0.93
4455141607719830,7603.86,14077.14,30,3069.9
9245159311890794,13633.32,87.27,90,3082.14
7921348518315515,16113.55,3339.06,95,2287.22
5397964336418065,18616.38,14260.92,60,1984.74
3706969083861797,5458.2,13327.71,73,2276.92
8207171576858482,8587.0,19320.95,66,2074.8
6220541788632255,3895.9,15220.76,90,3652.46
4694190437766774,19857.19,19015.45,34,676.78
7106568104486939,18613.02,14050.81,94,988.2
1953042780292134,11259.19,5961.04,14,902.59
6567621256234256,16998.63,2107.3,15,1312.35
1410006551140437,10898.2,15636.48,12,2626.29
7436375864524925,12848.13,12882.98,34,556.04
3457594173329944,2693.36,963.72,74,4340.85
8204620133338636,15350.14,7201.01,58,1486.81
7100998784686104,3426.56,19136.0,20,812.69
8219682635947401,16695.28,10008.02,53,3378.11
3005795463577832,15858.53,8654.58,74,190.43
8292427031667857,14466.15,9153.99,29,3099.84
1114824164808931,1687.05,4177.65,47,3490.99
9954898307638741,6759.44,7374.14,34,1074.58
8661541151748718,5999.14,7396.27,85,209.82
6945091955306407,7842.59,1047.1,37,1818.23
1349028646673131,2665.21,15351.35,30,492.97
3562215906852393,18802.2,8330.09,77,582.39
2558730980387428,11522.24,16443.6,23,1271.31
6337054780017331,6804.96,17006.96,48,1477.34
8552655354805567,8542.65,4239.88,95,2649.85
9592551276572090,9496.85,13147.07,99,3391.96
3576943862851898,12411.29,9445.64,31,2963.85
4451832274892741,10797.91,17603.13,54,741.8
6645875959721336,18468.45,4314.81,78,860.43
8570275028551092,10442.31,13556.26,57,4393.85
5057838824417556,19851.0,12155.04,98,2791.76
1500025956763205,17177.07,5906.03,2,4349.69
7498072865610351,4961.7,2732.02,79,1857.73
1679514725100893,18681.31,13032.8,68,3072.0
1804061204958653,3210.96,14771.95,84,2618.32
8880465290439005,16531.54,6312.55,9,1595.62
1622727547276951,8231.84,12896.65,82,2349.58
6184432870909064,17681.51,7902.62,24,2512.45
3870782132222850,17493.08,14264.14,67,1003.85
2795442436966942,16312.58,3984.31,60,1575.05
5437799426855140,16010.58,17804.3,28,3957.05
9209108420010903,6788.9,5748.19,18,4578.94
5104334728511493,2537.47,7355.72,42,1798.97
8280148134273491,8656.62,1161.84,65,1534.86
5282442816581706,4296.97,2230.24,73,975.99
6031378116368206,14204.07,10317.24,60,3392.46
4274921046048885,7575.89,5351.85,42,1615.5
2666243260167773,19536.59,16709.6,24,4938.75
9807052588595173,13178.47,293.87,19,1628.42
4434542843296317,16627.13,7581.88,47,1970.68
4260845336088769,3517.97,6746.91,82,3016.67
3255435653982922,17378.28,386.55,86,4008.42
6969830494845977,18532.39,2487.37,23,2347.59
4577479431018668,10254.18,8272.85,10,2113.28
9300398842476164,12518.81,9857.29,97,4978.19
1590738254362009,15531.39,8085.79,54,52.47
9062124819544899,4321.93,10618.75,27,4475.33
3646602654343891,10548.76,11902.63,68,745.7
6278621048156691,8574.6,198.48,62,3929.63
5099462660331659,3781.11,9281.9,58,3089.66
2673657303500800,7983.15,19269.98,4,1709.24
5952585921180301,2295.27,10380.65,50,4369.37
2039309446096421,1490.43,13550.85,20,64.54
4385553094444925,3568.16,6237.28,11,1133.45
2214457545522686,19299.19,15479.83,49,2834.46
4377026787810124,11441.06,15458.43,3,1757.71
7693734851328258,19350.62,10425.92,41,3051.89
2212350594409349,9217.46,19520.28,83,120.55
4292699973838839,6924.51,2511.0,37,582.29
3533315801334020,10616.7,338.95,24,635.48
8133178532079241,9350.72,15403.16,13,946.42
4950181072804737,3007.63,16143.11,74,2296.66
2627331688928423,13175.7,2404.14,31,3760.64
6610262753085011,5104.73,5311.66,10,4527.69
5540158985241918,12772.17,351.05,60,4176.86
7463358856440136,13353.82,5866.17,17,984.44
9526781894085384,3888.47,15462.84,26,2205.75
8819496800742286,2165.64,10359.21,54,997.06
8097998700543525,15834.47,6961.91,53,1322.36
5054959345012130,9736.21,7434.79,81,2517.73
5343470819943518,2105.11,27.07,86,340.55
7086006672016964,19902.46,5996.01,74,1090.87
1977731034034107,2097.83,12929.17,20,4676.89
4378710792415153,14205.67,19483.89,43,2330.58
6050391625795444,19689.9,16941.22,4,2226.93
8355148635311562,5544.42,471.9,86,72.84
7496499692928929,3702.74,17971.21,40,1237.0
2489062495330274,3306.31,15663.97,58,4331.46
2660412565899776,6762.23,15607.52,88,823.14
8341609741618495,2919.87,9159.92,53,2075.62
5692256272412219,14151.07,7960.11,73,71.65
1588512660378972,2183.54,6058.31,21,2391.68
3286193172803338,10679.02,1313.9,82,105.11
7372119782941924,19937.24,4564.71,64,4098.05
9401427616397115,16465.44,4932.07,63,4124.27
2507558539650338,12689.17,9681.54,70,3938.71
4750245984386212,6818.82,14948.89,3,1416.82
3243021912820562,12854.02,9476.2,64,4186.19
3917531056472141,11013.79,1156.89,14,2714.99
3143609191787069,9095.58,19155.8,75,1869.04
8969824276890200,3483.5,18854.49,21,3126.65
5563989394310185,17845.48,15703.79,85,61.71
7553470192052625,9545.91,19826.56,46,714.8
4563686630451015,4697.83,10889.65,80,3711.47
4137072948474471,7987.43,19255.37,92,1220.81
9846730255702815,8868.47,1512.1,45,2990.05
6117894300343932,16723.22,7313.61,13,1925.51
2998523615614816,14938.67,4507.63,49,4274.03
1936880280539710,15616.79,3916.66,19,4762.08
6146326783632352,1209.59,2816.06,49,4417.82
6148567802546320,8906.93,12448.27,32,1353.1
3960849056050158,10145.54,15626.44,58,970.81
2884522264645569,1364.65,11565.97,42,2372.17
2767795940258612,5936.45,2939.25,78,36.67
5097223690381415,15445.51,16222.48,11,129.05
4957909184064550,3605.08,12719.09,39,2766.45
4667637636210885,11170.89,7763.31,19,2602.25
7991267589483074,5088.84,13482.61,93,4972.91
5918694174344370,1230.29,5198.1,37,1009.21
8986610630523433,5582.83,6903.84,2,1290.52
3064604380192243,19541.6,18349.72,27,567.7
2473409484445294,16229.21,5810.09,55,4587.72
9187635723146528,19231.96,9399.77,89,3889.06
5758633674990045,10269.23,17802.82,93,4111.7
7233022210376602,3084.99,14154.43,12,4513.82
1424016341420188,11411.23,1244.06,76,2624.5
6675841167916472,9633.17,2946.06,65,2255.97
4663988097068028,17042.78,156.83,36,1651.96
9158259362954650,2863.57,12618.44,48,2946.07
6422474135341344,10276.58,8953.47,65,2271.39
7074789737072835,3850.92,2685.5,35,2257.83
2207631906400065,7168.84,19158.68,53,4684.64
5642178868810244,15009.78,10593.19,25,4920.16
6548662900901705,10044.34,4837.87,74,3982.42
6254978828022901,8141.88,10012.07,71,3783.79
9421320775096204,8495.05,13592.41,39,3402.79
6168384882406190,9729.49,1524.78,42,830.37
5812439803524972,15915.31,5494.08,21,295.53
1871739221146547,17949.61,16139.31,19,3453.63
6804010507728910,19151.36,9193.3,7,3643.93
8754428332658311,15951.16,10931.54,28,234.86
1278195710586012,6992.73,8656.32,39,4640.26
5565371603470659,14074.56,878.0,89,455.7
2560532437569196,9314.46,3315.0,29,1429.5
6718014567628186,5838.74,8910.83,80,3361.95
1633724994816626,16976.56,4183.71,83,849.36
2859216461866915,1730.1,999.58,54,277.08
5500454492308249,18133.48,16872.99,15,1655.73
7165144658378010,9768.07,19623.85,45,3829.86
9875553468257939,13106.83,15862.86,61,2068.39
9215597951610109,13527.72,17075.7,6,3264.86
5564387770641255,18007.24,4839.54,79,2898.1
8083213796387973,13096.72,19212.54,44,111.09
9500081400535062,12664.74,3938.51,58,4942.7
2692347200291161,2266.39,19028.6,55,207.14
1326750868169066,10849.75,19896.39,47,4839.01
1573446474901721,3853.21,14234.46,26,2749.32
6392606915534439,15011.24,19622.87,52,4815.8
1540672390966481,10732.22,11390.8,86,573.77
3326395905260512,13924.33,5190.84,87,2452.04
1807517099746919,1791.79,8739.92,72,847.52
1988716903197354,2611.05,11871.22,34,254.87
9811258990730219,14610.14,1461.63,50,3087.65
4537558054321135,2369.6,12446.87,83,1038.92
7673227225169028,2353.88,19623.56,36,2938.49
3510696246202148,1230.06,3802.15,80,561.82
4825508693311614,19173.53,15851.9,94,1659.93
4602454376639472,15012.66,18157.98,56,3908.16
3148838170885918,7711.78,18874.03,7,2185.26
5975810102744968,6634.18,19202.71,78,3138.73
6581074110042162,7644.36,10429.19,94,3237.29
3141969357729229,15718.42,19546.16,93,4218.78
6256936205782312,13566.04,15146.2,19,1624.61
6082861482982154,4518.72,3233.43,52,3436.48
3873668655941376,4308.08,9538.0,11,4808.08
9210247611340388,2869.52,14366.62,48,3651.22
9599916806901081,13545.75,4946.81,16,2449.35
1570015974865315,15523.08,12812.3,63,3153.59
3784744427604950,6035.88,13332.01,41,3698.41
8964004664708096,1397.95,3253.99,93,3061.38
5933776299446197,2561.26,11301.71,28,83.38
6227311183337842,19389.34,15432.54,18,973.87
9395491148494734,6613.45,9977.91,10,4052.34
2419007284096430,15615.24,242.06,97,1363.25
2367555143312692,12868.61,180.77,49,3657.81
5359049091014857,8256.85,7140.59,70,1860.6
3196496903346488,4908.06,18523.88,57,2609.42
5380955134230169,3306.34,4573.54,33,339.87
1056797138296610,12685.25,12687.27,19,906.13
5048669881727219,15718.04,4441.52,49,4785.98
6279961624577625,13234.18,6433.4,87,4450.69
8784864116317989,11075.74,16960.84,9,3261.38
3851589701771142,1797.07,14577.23,31,2298.22
6045459061580250,19401.29,1907.99,51,3378.81
4625785271245146,16175.57,8574.04,14,3093.05
2282101798902399,6563.62,583.4,83,2842.76
9923267144917946,19619.44,9617.8,2,295.89
6369378760159994,12435.75,13248.68,36,3164.01
5280064825607349,12066.03,2370.05,39,3844.6
3166688927690776,15213.39,5777.7,71,4970.41
6919522206717107,16423.63,7956.73,39,55.39
9640808625130996,13473.09,18390.62,55,3650.87
6444057069040800,3433.82,19865.1,22,2858.95
2645628661600540,7427.08,898.23,10,2170.26
1404887759221738,18633.59,15220.16,63,637.85
8901731452635801,5267.7,7434.48,7,2045.43
8362996492975985,8071.17,7849.16,92,1771.89
9327514302868528,9209.46,15085.3,93,1514.15
6563283918361424,9348.69,18368.53,55,3654.4
3450070360313192,12645.85,19018.57,59,3503.63
5154713237590163,18918.44,11542.45,9,2945.1
2352905509724501,5573.16,7142.42,38,4693.32
8170858220672062,3308.53,15750.98,27,1749.27
6390614245471591,4751.94,5020.03,48,1219.01
5462025630699846,17851.57,11281.48,35,3279.52
4139107028469471,13270.41,7171.57,12,994.07
4356312489862109,6432.23,13132.62,95,1575.05
9278044489943474,16502.99,4807.98,35,1123.01
8986280373584823,17366.03,3831.86,25,345.77
2938242931879229,17083.77,18364.78,85,4137.49
2134831154891421,18459.6,2036.07,3,1272.7
5759908779978032,5792.58,10119.16,94,2365.14
8689625169733084,15345.8,4417.06,81,216.58
8143655192730767,9750.25,778.6,63,3496.7
8157440967826450,16997.97,720.38,37,1652.81
6145788695347968,14841.32,3504.44,87,3723.68
3527011499971954,15752.5,17335.41,86,2062.02
4022207543667697,13467.07,5649.57,21,978.78
9568225827789301,4371.15,19009.18,1,2565.88
7143914128479344,11355.51,11632.45,30,652.52
7870236116298973,19708.73,8732.28,10,2202.7
2291538607793074,18810.37,11601.78,91,1586.53
9395038008344195,1820.3,10333.97,45,4559.8
6303495772654855,4131.48,15175.53,95,304.64
9439422082363446,3502.85,5649.92,61,3470.09
6804763204861570,14793.62,7061.01,68,913.76
5841284010611465,16537.92,17881.89,63,1595.23
5369226840014802,5056.72,18929.13,9,2077.57
9206125691164833,10611.2,17851.16,39,4540.08
1788881557286880,16973.36,8388.96,23,1212.89
9928407989207094,14923.23,15607.31,98,456.54
8210441948030751,11302.51,9526.71,43,1593.45
3802319560494470,12216.61,9950.8,59,523.38
5289591749225479,10658.85,4093.6,61,642.98
5436806665613624,6653.42,11822.61,86,2869.25
6395261698266946,11735.42,3722.72,16,304.51
3172459725125590,14088.82,6631.29,64,154.65
1327355988506366,17593.14,17100.6,94,3572.07
4307316352196935,13089.54,4141.52,94,1808.24
2930971508800248,15461.31,1423.17,56,626.88
3054912368643300,4041.36,1380.15,54,1268.06
6939849092701234,9769.59,18815.69,52,3210.43
8422118195449435,1177.3,10138.41,55,1377.68
8190731832112391,5686.9,8188.24,97,2472.61
6908370924576546,14802.77,16217.57,8,608.48
1149945849828439,19844.39,16716.52,21,2940.47
2825522605303071,2884.38,6643.82,12,1580.39
5200648984607533,8628.39,13872.36,88,3134.84
3614548296118159,16201.35,15422.46,47,4041.97
4889814202275315,4876.68,13093.01,17,3058.23
3146951677997237,11546.61,3031.9,75,1478.74
8276380719502221,14928.35,17517.66,39,1278.72
4301688780849974,12703.72,10781.89,16,1637.1
7266868759312337,4572.47,5649.45,14,823.1
6655916302831945,7752.31,8504.56,14,905.86
2094043000127136,15892.04,751.42,78,3953.46
7764843421854804,11530.3,2557.34,62,1923.66
4044075778231919,1099.36,15310.94,38,2179.98
6222117060551570,15458.82,0.23,12,2970.25
1622476666520860,1670.92,8331.32,80,2948.27
1697896554319953,15168.94,10450.2,31,336.88
2726241461675904,4847.13,1092.69,8,4157.7
2120602600528580,19203.4,19461.56,39,886.63
1377765291052554,7990.87,4522.51,19,3615.36
3694807759240190,7211.7,6083.97,89,3863.35
6494815214105282,3828.87,6078.85,90,3574.5
9323122780646518,6806.48,4608.33,84,2894.89
9956122776323603,17656.36,29.48,81,73.04
3314490638926628,19930.35,14586.9,76,1801.88
5278911736874239,7997.88,19336.91,79,3024.2
6337980187030408,9523.6,4485.87,72,1937.26
2685421879653428,14719.35,13260.94,62,4317.4
1593372149569378,17837.72,14837.93,75,1544.01
4894418536656377,12267.84,16968.51,43,1467.67
8788209280796011,8438.99,8452.58,37,1329.99
9572991436665424,8839.81,6058.62,82,1663.9
6606175996820637,14216.74,6505.9,59,2787.02
3333679007369274,1061.15,14252.43,70,3535.08
1386948511809238,12772.2,16335.59,98,3312.84
1932932103344863,7754.37,3632.28,47,4038.59
8541346178592625,16089.75,7418.82,17,4429.57
1154423455149264,2766.82,18038.8,15,4080.4
3262853950059016,12175.84,16133.87,54,94.73
3403702923562945,10138.48,19697.17,38,3679.59
4273161945482520,13204.18,15084.97,67,1042.0
2386923185691848,2232.22,7863.9,58,664.64
4614050246346005,12019.69,11812.76,88,3192.44
9440858088360429,11668.21,13220.29,95,1598.72
1501390755289753,11652.54,1569.12,61,285.59
6525844366452764,12466.27,10889.94,12,688.15
6396869894367841,13852.89,14186.42,80,4.65
7173580335588132,16294.79,3346.43,5,4516.12
6981664615652165,6126.59,15612.63,82,123.09
5359089137641599,16675.94,11675.46,76,1047.28
2389047463766057,10466.86,19044.44,59,2081.31
7356704061218856,2464.11,848.45,89,1782.86
3387748702021665,2112.47,5306.52,13,4558.63
9615843575256740,7350.53,12031.08,94,201.44
1981419343600613,15913.04,5931.2,53,2561.07
3803177923490379,14445.94,14288.48,3,3402.4
7762366335762036,15983.68,15180.11,38,4658.49
5678873549128021,10828.11,2050.32,71,3101.86
4078444711725082,9363.78,10277.09,24,4018.78
3145388848561438,3801.6,10177.81,76,418.62
7547066607137498,7235.66,7385.62,31,1929.7
5521910149833313,9246.37,18658.5,58,1869.74
8732915241924332,2683.41,16550.13,62,4431.44
9963186552781620,5191.63,13944.19,37,756.86
2444511633075081,12366.28,14286.53,91,759.43
7446079496039824,14977.6,9234.32,52,1642.79
6782990517275604,19968.6,18419.89,93,272.33
7014173001183933,18729.15,13891.91,66,912.29
7696547316829741,13208.74,14579.62,27,4826.05
2678126846791809,9003.71,17233.82,2,2140.92
5938988874405685,13087.37,5481.43,97,3160.1
5439184499732160,15927.38,16141.42,79,3630.56
6149228089234100,3248.39,3904.81,21,1834.81
3301431472149874,8788.19,6906.84,95,736.14
5278307410989084,16956.24,6712.21,37,1032.91
3498729668693770,8292.83,19570.51,71,1566.33
3204690195146762,11865.57,17130.74,71,3180.34
4762528427383459,12167.62,14023.4,61,1991.4
6458459855577274,4505.05,14541.14,56,34.07
5551044457790183,7882.47,11241.46,5,2617.04
9977387669013813,7355.71,18941.81,77,4607.57
9567812919054390,1497.74,9925.18,31,4060.39
2788282450938519,1459.64,7610.35,98,4126.06
6650343590326677,16802.24,3260.71,9,3975.29
3771063437483319,6188.35,15724.11,2,1618.65
2782446946838265,10843.5,14688.88,58,3825.97
8773699850838766,6675.79,7687.1,75,715.81
2051765172190674,18872.91,503.87,48,3288.58
7481495811063027,5926.64,16779.95,58,3207.84
3882828634042192,9163.48,228.36,30,127.85
6026683502091770,17581.87,14074.0,92,3939.85
4009827846002666,16996.74,19405.14,68,4516.24
5787143160543432,4535.93,8753.23,61,1337.08
8459746049662401,16250.22,4699.47,51,4061.95
3821296776382536,9705.55,14097.42,88,412.03
8945931525622055,10176.41,16342.56,40,2999.84
3977547980428928,3536.12,10928.61,30,2428.23
7901465716490300,2531.43,19340.71,84,2729.62
8639039992219239,14830.85,1033.37,83,4631.03
5741272206946328,10432.76,10095.91,21,4356.58
6686837673746210,9300.16,14369.08,3,3925.42
5697672353607153,14860.66,17252.81,12,1368.49
2834964657721451,15544.75,3585.11,44,4559.09
7650584920434098,4019.26,16000.07,41,487.54
4181836349493349,12594.28,11054.14,48,4266.65
8137347030505995,3571.73,7931.07,19,1640.8
3472880311461476,15276.13,2634.3,76,268.86
6044747499716538,13482.15,17305.92,80,3346.78
6928545059347248,19175.68,3145.46,53,1156.4
2842492823458832,2310.2,6195.76,35,1217.86
1775472196128312,2084.04,5800.91,96,1530.24
4781454655124976,6361.55,17428.28,0,318.42
2371288940728331,5972.41,13454.06,14,885.64
